name,manaCost,types,subtypes,supertypes,power,toughness,text,keywords,colors,rarity,setCode,layout
Volcanic Torrent,{4}{R},Sorcery,,,,,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)
Volcanic Torrent deals X damage to each creature and planeswalker your opponents control, where X is the number of spells you've cast this turn.",Cascade,R,mythic,TLE,normal
Walltop Sentries,{2}{G},Creature,"Human, Soldier, Ally",,2,3,"Reach, deathtouch
When this creature dies, if there's a Lesson card in your graveyard, you gain 2 life.","Reach, Deathtouch",G,common,TLA,normal
"Wan Shi Tong, All-Knowing",{3}{U}{U},Creature,"Bird, Spirit",Legendary,4,4,"Flying
When Wan Shi Tong enters, target nonland permanent's owner puts it into their library second from the top or on the bottom.
Whenever one or more cards are put into a library from anywhere, create two 1/1 colorless Spirit creature tokens with ""This token can't block or be blocked by non-Spirit creatures.""",Flying,U,mythic,TLE,normal
"Wan Shi Tong, Librarian",{X}{U}{U},Creature,"Bird, Spirit",Legendary,1,1,"Flash
Flying, vigilance
When Wan Shi Tong enters, put X +1/+1 counters on him. Then draw half X cards, rounded down.
Whenever an opponent searches their library, put a +1/+1 counter on Wan Shi Tong and draw a card.","Flying, Vigilance, Flash",U,mythic,TLA,normal
Wandering Musicians,{3}{R/W},Creature,"Human, Bard, Ally",,2,5,"Whenever this creature attacks, creatures you control get +1/+0 until end of turn.",,"W, R",common,TLA,normal
War Balloon,{2}{R},Artifact,Vehicle,,4,3,"Flying
{1}: Put a fire counter on this Vehicle.
As long as this Vehicle has three or more fire counters on it, it's an artifact creature.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)","Flying, Crew",R,uncommon,TLA,normal
Warship Scout,{R},Creature,"Human, Scout",,2,1,,,R,common,TLE,normal
Warstorm Surge,{5}{R},Enchantment,,,,,"Whenever a creature you control enters, it deals damage equal to its power to any target.",,R,mythic,TLE,normal
Wartime Protestors,{3}{R},Creature,"Human, Rebel, Ally",,4,4,"Haste
Whenever another Ally you control enters, put a +1/+1 counter on that creature and it gains haste until end of turn.",Haste,R,rare,TLA,normal
Water Tribe Captain,{2}{W},Creature,"Human, Soldier, Ally",,3,3,{5}: Creatures you control get +1/+1 until end of turn.,,W,common,TLA,normal
Water Tribe Rallier,{1}{W},Creature,"Human, Soldier, Ally",,2,2,"Waterbend {5}: Look at the top four cards of your library. You may reveal a creature card with power 3 or less from among them and put it into your hand. Put the rest on the bottom of your library in a random order. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",Waterbend,W,uncommon,TLA,normal
Water Whip,{U}{U},Sorcery,Lesson,,,,"As an additional cost to cast this spell, waterbend {5}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
Return up to two target creatures to their owners' hands. Draw two cards.",Waterbend,U,rare,TLE,normal
Waterbender Ascension,{1}{U},Enchantment,,,,,"Whenever a creature you control deals combat damage to a player, put a quest counter on this enchantment. Then if it has four or more quest counters on it, draw a card.
Waterbend {4}: Target creature can't be blocked this turn. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",Waterbend,U,rare,TLA,normal
Waterbender's Restoration,{U}{U},Instant,Lesson,,,,"As an additional cost to cast this spell, waterbend {X}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
Exile X target creatures you control. Return those cards to the battlefield under their owner's control at the beginning of the next end step.",Waterbend,U,rare,TLE,normal
Waterbending Lesson,{3}{U},Sorcery,Lesson,,,,"Draw three cards. Then discard a card unless you waterbend {2}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",Waterbend,U,common,TLA,normal
Waterbending Scroll,{1}{U},Artifact,,,,,"{6}, {T}: Draw a card. This ability costs {1} less to activate for each Island you control.",,U,uncommon,TLA,normal
Watery Grasp,{U},Enchantment,Aura,,,,"Enchant creature
Enchanted creature doesn't untap during its controller's untap step.
Waterbend {5}: Enchanted creature's owner shuffles it into their library. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)","Enchant, Waterbend",U,common,TLA,normal
Whirlwind Technique,{4}{U}{U},Instant,Lesson,,,,"Target player draws two cards, then discards a card.
Airbend up to two target creatures. (To airbend a creature, exile it. While it's exiled, its owner may cast it for {2} rather than its mana cost.)",Airbend,U,uncommon,TLE,normal
White Lotus Hideout,,Land,,,,,"{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast a Lesson or Shrine spell.
{1}, {T}: Add one mana of any color.",,,uncommon,TLA,normal
White Lotus Reinforcements,{1}{G}{W},Creature,"Human, Soldier, Ally",,2,3,"Vigilance
Other Allies you control get +1/+1.",Vigilance,"W, G",uncommon,TLA,normal
White Lotus Tile,{4},Artifact,,,,,"This artifact enters tapped.
{T}: Add X mana of any one color, where X is the greatest number of creatures you control that have a creature type in common.",,,mythic,TLA,normal
Wolf Cove Villager,{W},Creature,"Human, Peasant",,2,2,This creature enters tapped.,,W,common,TLE,normal
Wolfbat,{2}{B},Creature,"Wolf, Bat",,2,2,"Flying
Whenever you draw your second card each turn, you may pay {B}. If you do, return this card from your graveyard to the battlefield with a finality counter on it. (If a creature with a finality counter on it would die, exile it instead.)",Flying,B,uncommon,TLA,normal
Worldly Tutor,{G},Instant,,,,,"Search your library for a creature card, reveal it, then shuffle and put the card on top.",,G,rare,TLE,normal
Yip Yip!,{W},Instant,Lesson,,,,"Target creature you control gets +2/+2 until end of turn. If that creature is an Ally, it also gains flying until end of turn.",,W,common,TLA,normal
"Yue, the Moon Spirit",{3}{U},Creature,"Spirit, Ally",Legendary,3,3,"Flying, vigilance
Waterbend {5}, {T}: You may cast a noncreature spell from your hand without paying its mana cost. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)","Flying, Vigilance, Waterbend",U,rare,TLA,normal
Yuyan Archers,{1}{R},Creature,"Human, Archer",,3,1,"Reach
When this creature enters, you may discard a card. If you do, draw a card.",Reach,R,common,TLA,normal
"Zhao, Ruthless Admiral",{2}{B/R}{B/R},Creature,"Human, Soldier",Legendary,3,4,"Firebending 2 (Whenever this creature attacks, add {R}{R}. This mana lasts until end of combat.)
Whenever you sacrifice another permanent, creatures you control get +1/+0 until end of turn.",Firebending,"B, R",uncommon,TLA,normal
"Zhao, the Moon Slayer",{1}{R},Creature,"Human, Soldier",Legendary,2,2,"Menace
Nonbasic lands enter tapped.
{7}: Put a conqueror counter on Zhao.
As long as Zhao has a conqueror counter on him, nonbasic lands are Mountains. (They lose all other land types and abilities and have ""{T}: Add {R}."")",Menace,R,rare,TLA,normal
"Zhao, the Seething Flame",{4}{R},Creature,"Human, Soldier",Legendary,5,5,Menace (This creature can't be blocked except by two or more creatures.),Menace,R,uncommon,TLE,normal
"Zuko, Avatar Hunter",{3}{R}{R},Creature,"Human, Noble",Legendary,4,5,"Reach (This creature can block creatures with flying.)
Whenever you cast a red spell, create a 2/2 red Soldier creature token.",Reach,R,rare,TLE,normal
"Zuko, Conflicted",{B}{R},Creature,"Human, Rogue",Legendary,2,3,"At the beginning of your first main phase, choose one that hasn't been chosen and you lose 2 life —
• Draw a card.
• Put a +1/+1 counter on Zuko.
• Add {R}.
• Exile Zuko, then return him to the battlefield under an opponent's control.",,"B, R",rare,TLA,normal
"Zuko, Exiled Prince",{3}{R},Creature,"Human, Noble",Legendary,4,3,"Firebending 3 (Whenever this creature attacks, add {R}{R}{R}. This mana lasts until end of combat.)
{3}: Exile the top card of your library. You may play that card this turn.",Firebending,R,uncommon,TLA,normal
"Zuko, Firebending Master",{1}{R},Creature,"Human, Noble, Ally",Legendary,2,2,"First strike
Firebending X, where X is the number of experience counters you have. (Whenever this creature attacks, add X {R}. This mana lasts until end of combat.)
Whenever you cast a spell during combat, you get an experience counter.","First strike, Firebending",R,mythic,TLE,normal
"Zuko, Seeking Honor",{2}{B/R},Creature,"Human, Noble",Legendary,2,2,"Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
Whenever you cast a noncreature spell, Zuko gains first strike until end of turn.
Whenever Zuko deals combat damage to a player, put a +1/+1 counter on him.",Firebending,"B, R",uncommon,TLE,normal
Zuko's Conviction,{B},Instant,,,,,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
Return target creature card from your graveyard to your hand. If this spell was kicked, instead put that card onto the battlefield tapped.",Kicker,B,uncommon,TLA,normal
Zuko's Exile,{5},Instant,Lesson,,,,"Exile target artifact, creature, or enchantment. Its controller creates a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",,,common,TLA,normal
Zuko's Offense,{R},Sorcery,,,,,Zuko's Offense deals 2 damage to any target.,,R,common,TLE,normal
